frame,ball.Location.X,ball.Location.Y,ball.Location.Z,ball.LinearVelocity.X,ball.LinearVelocity.Y,ball.LinearVelocity.Z,ball.Quaternion.X,ball.Quaternion.Y,ball.Quaternion.Z,ball.Quaternion.W,ball.AngularVelocity.X,ball.AngularVelocity.Y,ball.AngularVelocity.Z
92,-3723.589844,0.000000,93.150002,-4711.759766,0.000000,0.000000,-0.000003,0.778398,-0.000003,-0.627771,0.000000,-4.774300,0.000000
93,-3762.829834,0.000000,93.150002,-4708.659668,0.000000,0.000000,-0.000003,0.790865,-0.000003,-0.611991,0.000000,-4.826200,0.000000
94,-3802.039795,0.000000,93.150002,-4705.560059,0.000000,0.000000,-0.000003,0.803140,-0.000003,-0.595790,0.000000,-4.878100,0.000000
95,-3841.229980,0.000000,93.150002,-4702.459961,0.000000,0.000000,-0.000003,0.815208,-0.000003,-0.579169,0.000000,-4.930000,0.000000
96,-3879.129883,0.000000,96.239998,-4547.810059,0.000000,371.089996,-0.000003,0.835456,-0.000003,-0.549556,0.000000,-5.999900,0.000000
97,-3912.909912,0.000000,106.409996,-4071.379883,0.000000,1162.679932,-0.000003,0.866905,-0.000003,-0.498473,0.000000,-5.999900,0.000000
98,-3940.909912,0.000000,123.339996,-3483.859863,0.000000,1804.279907,-0.000003,0.894315,-0.000003,-0.447438,0.000000,-5.999900,0.000000
99,-3963.219971,0.000000,144.050003,-2862.530029,0.000000,2260.689941,-0.000003,0.917233,-0.000003,-0.398351,0.000000,-6.000000,0.000000
100,-3979.909912,0.000000,166.869995,-2208.320068,0.000000,2569.329834,-0.000003,0.936821,-0.000003,-0.349808,0.000000,-5.999900,0.000000
101,-3991.549805,0.000000,190.389999,-1560.809937,0.000000,2733.349854,-0.000003,0.953202,-0.000003,-0.302334,0.000000,-6.000000,0.000000
102,-3998.589844,0.000000,213.809998,-924.130005,0.000000,2767.239990,-0.000003,0.966877,-0.000003,-0.255242,0.000000,-6.000000,0.000000
103,-4001.020020,0.000000,236.239990,-329.859985,0.000000,2680.010010,-0.000003,0.977929,-0.000003,-0.208939,0.000000,-6.000000,0.000000
104,-4002.949951,0.000000,258.329987,-232.080002,0.000000,2650.409912,-0.000003,0.983538,-0.000003,-0.180702,0.000000,-6.000000,0.000000
105,-4003.549805,0.000000,279.970001,-71.629997,0.000000,2597.089844,-0.000003,0.988712,-0.000003,-0.149828,0.000000,-6.000000,0.000000
106,-4003.189941,0.000000,301.229980,42.959999,0.000000,2550.909912,-0.000003,0.992711,-0.000003,-0.120523,0.000000,-6.000000,0.000000
107,-4002.829834,0.000000,322.440002,42.939999,0.000000,2544.839844,-0.000003,0.995413,-0.000003,-0.095669,0.000000,-6.000000,0.000000
108,-4002.469971,0.000000,343.600006,42.919998,0.000000,2538.770020,-0.000003,0.997494,-0.000003,-0.070756,0.000000,-6.000000,0.000000
109,-4002.109863,0.000000,364.709991,42.899998,0.000000,2532.699951,-0.000003,0.998951,-0.000003,-0.045799,0.000000,-6.000000,0.000000
110,-4001.750000,0.000000,385.769989,42.879997,0.000000,2526.639893,-0.000003,0.999783,-0.000003,-0.020816,0.000000,-6.000000,0.000000
111,-4001.389893,0.000000,406.769989,42.860001,0.000000,2520.579834,-0.000003,0.999991,-0.000003,0.004184,0.000000,-6.000000,0.000000
112,-4001.030029,0.000000,427.720001,42.840000,0.000000,2514.520020,-0.000003,0.999574,-0.000003,0.029178,0.000000,-6.000000,0.000000
113,-4000.669922,0.000000,448.619995,42.820000,0.000000,2508.459961,-0.000003,0.998532,-0.000003,0.054156,0.000000,-6.000000,0.000000
114,-4000.309814,0.000000,469.470001,42.799999,0.000000,2502.399902,-0.000003,0.996867,-0.000003,0.079101,0.000000,-6.000000,0.000000
115,-3999.949951,0.000000,490.269989,42.779999,0.000000,2496.339844,-0.000003,0.994578,-0.000003,0.103993,0.000000,-6.000000,0.000000
116,-3999.589844,0.000000,511.019989,42.759998,0.000000,2490.280029,-0.000003,0.991668,-0.000003,0.128820,0.000000,-6.000000,0.000000
117,-3999.229980,0.000000,531.719971,42.739998,0.000000,2484.229980,-0.000003,0.988137,-0.000003,0.153572,0.000000,-6.000000,0.000000
118,-3998.869873,0.000000,552.369995,42.719997,0.000000,2478.179932,-0.000003,0.983990,-0.000003,0.178226,0.000000,-6.000000,0.000000
119,-3998.510010,0.000000,572.969971,42.700001,0.000000,2472.129883,-0.000003,0.979227,-0.000003,0.202767,0.000000,-6.000000,0.000000
120,-3998.149902,0.000000,593.519958,42.680000,0.000000,2466.079834,-0.000003,0.973852,-0.000003,0.227184,0.000000,-6.000000,0.000000
121,-3997.789795,0.000000,614.019958,42.660000,0.000000,2460.030029,-0.000003,0.967869,-0.000003,0.251455,0.000000,-6.000000,0.000000
122,-3997.429932,0.000000,634.469971,42.639999,0.000000,2453.979980,-0.000003,0.961281,-0.000003,0.275570,0.000000,-6.000000,0.000000
123,-3997.069824,0.000000,654.869995,42.619999,0.000000,2447.939941,-0.000003,0.954092,-0.000003,0.299512,0.000000,-6.000000,0.000000
124,-3996.709961,0.000000,675.219971,42.599998,0.000000,2441.899902,-0.000003,0.946306,-0.000003,0.323271,0.000000,-6.000000,0.000000
125,-3996.349854,0.000000,695.519958,42.579998,0.000000,2435.859863,-0.000003,0.937930,-0.000003,0.346825,0.000000,-6.000000,0.000000
126,-3995.989990,0.000000,715.769958,42.559998,0.000000,2429.819824,-0.000003,0.928967,-0.000003,0.370163,0.000000,-6.000000,0.000000
127,-3995.639893,0.000000,735.969971,42.540001,0.000000,2423.780029,-0.000003,0.919423,-0.000003,0.393269,0.000000,-6.000000,0.000000
128,-3995.289795,0.000000,756.119995,42.520000,0.000000,2417.739990,-0.000003,0.909307,-0.000003,0.416127,0.000000,-6.000000,0.000000
129,-3994.939941,0.000000,776.219971,42.500000,0.000000,2411.699951,-0.000003,0.898621,-0.000003,0.438725,0.000000,-6.000000,0.000000
130,-3994.589844,0.000000,796.269958,42.480000,0.000000,2405.669922,-0.000003,0.887375,-0.000003,0.461049,0.000000,-6.000000,0.000000
131,-3994.239990,0.000000,816.269958,42.459999,0.000000,2399.639893,-0.000003,0.875572,-0.000003,0.483087,0.000000,-6.000000,0.000000
132,-3993.889893,0.000000,836.219971,42.439999,0.000000,2393.609863,-0.000003,0.863223,-0.000003,0.504823,0.000000,-6.000000,0.000000
133,-3993.539795,0.000000,856.119995,42.419998,0.000000,2387.579834,-0.000003,0.850333,-0.000003,0.526245,0.000000,-6.000000,0.000000
134,-3993.189941,0.000000,875.969971,42.399998,0.000000,2381.550049,-0.000003,0.836911,-0.000003,0.547339,0.000000,-6.000000,0.000000
135,-3992.839844,0.000000,895.769958,42.379997,0.000000,2375.520020,-0.000003,0.822968,-0.000003,0.568088,0.000000,-6.000000,0.000000
136,-3992.489990,0.000000,915.519958,42.360001,0.000000,2369.500000,-0.000003,0.808512,-0.000003,0.588480,0.000000,-6.000000,0.000000
137,-3992.139893,0.000000,935.219971,42.340000,0.000000,2363.479980,-0.000003,0.793549,-0.000003,0.608506,0.000000,-6.000000,0.000000
138,-3991.789795,0.000000,954.869995,42.320000,0.000000,2357.459961,-0.000003,0.778089,-0.000003,0.628154,0.000000,-6.000000,0.000000
139,-3991.439941,0.000000,974.469971,42.299999,0.000000,2351.439941,-0.000003,0.762144,-0.000003,0.647408,0.000000,-6.000000,0.000000
140,-3991.089844,0.000000,994.019958,42.279999,0.000000,2345.419922,-0.000003,0.745722,-0.000003,0.666257,0.000000,-6.000000,0.000000
141,-3990.739990,0.000000,1013.519958,42.259998,0.000000,2339.399902,-0.000003,0.728833,-0.000003,0.684691,0.000000,-6.000000,0.000000
142,-3990.389893,0.000000,1032.959961,42.239998,0.000000,2333.379883,-0.000003,0.711492,-0.000003,0.702694,0.000000,-6.000000,0.000000
143,-3990.039795,0.000000,1052.349976,42.219997,0.000000,2327.369873,-0.000003,0.693706,-0.000003,0.720258,0.000000,-6.000000,0.000000
144,-3989.689941,0.000000,1071.689941,42.200001,0.000000,2321.359863,-0.000003,0.675482,-0.000003,0.737376,0.000000,-6.000000,0.000000
145,-3989.339844,0.000000,1090.979980,42.180000,0.000000,2315.349854,-0.000003,0.656838,-0.000003,0.754032,0.000000,-6.000000,0.000000
146,-3988.989990,0.000000,1110.219971,42.160000,0.000000,2309.339844,-0.000003,0.637783,-0.000003,0.770216,0.000000,-6.000000,0.000000
147,-3988.639893,0.000000,1129.410034,42.139999,0.000000,2303.329834,-0.000003,0.618330,-0.000003,0.785919,0.000000,-6.000000,0.000000
148,-3988.289795,0.000000,1148.549927,42.119999,0.000000,2297.320068,-0.000003,0.598493,-0.000003,0.801128,0.000000,-6.000000,0.000000
149,-3987.939941,0.000000,1167.640015,42.099998,0.000000,2291.320068,-0.000003,0.578278,-0.000003,0.815839,0.000000,-6.000000,0.000000
150,-3987.589844,0.000000,1186.679932,42.079998,0.000000,2285.320068,-0.000003,0.557703,-0.000003,0.830041,0.000000,-6.000000,0.000000
151,-3987.239990,0.000000,1205.669922,42.059998,0.000000,2279.320068,-0.000003,0.536781,-0.000003,0.843721,0.000000,-6.000000,0.000000
152,-3986.889893,0.000000,1224.609985,42.040001,0.000000,2273.320068,-0.000003,0.515521,-0.000003,0.856877,0.000000,-6.000000,0.000000
